objectid,parentid,title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb,image_alt_text,object_transcript
js_039,,Industrial Removal Office immigrant agreement form ,Industrial Removal Office,1/10/1905,,iro,,,,Dr. David Katzman and Sharyn Brooks Katzman,,Image;StillImage,image/jpeg,"eng, jii",,https://rightsstatements.org/page/NKC/1.0/?language=en,image,https://jewishkansans.org/objects/js_039.jpg,https://jewishkansans.org/objects/thumbs/tn_js_039.jpg,https://jewishkansans.org/objects/thumbs/tn_js_039.jpg,,"Industrial Removal Office, 104 RIVINGTON STREET, 
NEW YORK, Jan 10 1905
Removal No. _______________
I, the undersigned having applied to the Industrial Removal Office for work out of the city and my request being granted, do hereby agree upon my arrival at the city to which I am sent to accept such employment as may be obtained for me by the local Society there and to comply with the rules and instructions of that Society, realizing that I have no claim whatever upon this or any of its co-operative agencies. After being placed at work I promise to depend upon my own energies for the support of myself and family.
Signed __________ 
אינדאסטריאל רימואוואל אפפיס,
104 ריווינגטאן סטריט,
ניוארק, __________ 190
איך דער אונטערצייכענטער, האב אנגעבאטען דער אינדאסטריאל רימואוול אפפיס אז מען זאלל מיך שיקען צו ארבייטען אריס דער סיטי, אונד מיין ביטטע האט מען מיר בעשטעטיגט, איך טהוע מיך היערמיט פערפפליכטען דאס ווען איך אנקאמען איך דער שטאט דאן זאל איך ארבייטען בייא דער ארבייט וועלכע דיעזע סאסייעטי וועט געפינען נעטהיג אונד אויך נאכקאמען אלע רולס אונד אינסטראקשאנס פין דער סאסייעטי, אויך האב איך קיין רעכט צו פערלאנגען עטוואס בייא דער ארבייט דאן טהוע איך מיך פערפפליכטען צו סופּפּארטען מיך אונד מיין לאמיליה.
אונטערשריפט _____ עלים שטרינין______"
js_040,,Industrial Removal Office immigrant agreement form ,Industrial Removal Office,11/10/1904,,iro,,,,Dr. David Katzman and Sharyn Brooks Katzman,,Image;StillImage,image/jpeg,"eng, jii",,https://rightsstatements.org/page/NKC/1.0/?language=en,image,https://jewishkansans.org/objects/js_040.jpg,https://jewishkansans.org/objects/thumbs/tn_js_040.jpg,https://jewishkansans.org/objects/thumbs/tn_js_040.jpg,,"Industrial Removal Office, 104 RIVINGTON STREET, 
NEW YORK, Nov 10 1904
Removal No. _______________
I, the undersigned having applied to the Industrial Removal Office for work out of the city and my request being granted, do hereby agree upon my arrival at the city to which I am sent to accept such employment as may be obtained for me by the local Society there and to comply with the rules and instructions of that Society, realizing that I have no claim whatever upon this or any of its co-operative agencies. After being placed at work I promise to depend upon my own energies for the support of myself and family.
Signed __________ 
אינדאסטריאל רעמואוואל אפפיס,
104 ריווינגטאן סטריט,
ניוארק, __________ 190
איך דער אונטערצייכענטער, האב אנגעבאטען דער אינדאסטריאל רימואוול אפפיס אז מען זאלל מיך שיקען צו ארבייטען אריס דער סיטי, אונד מיין ביטטע האט מען מיר בעשטעטיגט, איך טהוע מיך היערמיט פערפפליכטען דאס ווען איך אנקאמען איך דער שטאט דאן זאל איך ארבייטען בייא דער ארבייט וועלכע דיעזע סאסייעטי וועט געפינען נעטהיג אונד אויך נאכקאמען אלע רולס אונד אינסטראקשאנס פין דער סאסייעטי, אויך האב איך קיין רעכט צו פערלאנגען עטוואס בייא דער קא-אפּעראטיוו אגענטען מאך דען וויא איך וועל זיין בעשעפטיגט בייא דער ארבייט דאן טהוע איך מיך פערפּפליכטען צו סופּפארטען מיך אונד מיין פאמיליע.
אונטערשריפט _______________ […]"
js_041,,Epstein's Kosher Foods Order Form,Epstein's Kosher Foods,1981,"In the 1970s, Epstein's-butcher, grocery, bakery—was the last surviving kosher market in the metro Kansas City area, once populated by a score of kosher stores. Epstein's originally opened in the 1930s on 18th Street in Kansas City, before moving south in 1968. Sam Epstein took over the business when his father fell ill in the 1940s. Sam Epstein and his wife Gertrude ran it until the late 1980s. This form enabled Epstein's to order adequate Passover supplies and ensured that families in the surrounding region had proper food access for Passover.",kosher food,"Kansas City, Kansas",,,Dr. David Katzman and Sharyn Brooks Katzman,,Image;StillImage,image/jpeg,eng,,https://rightsstatements.org/page/NKC/1.0/?language=en,image,https://jewishkansans.org/objects/js_041.jpg,https://jewishkansans.org/objects/thumbs/tn_js_041.jpg,https://jewishkansans.org/objects/thumbs/tn_js_041.jpg,,
js_042,,Guide to Jewish Life at KU,KU Hillel,2003,,university of kansas; guide,"Lawrence, Kansas",38.96609833,-95.2437684,Dr. David Katzman and Sharyn Brooks Katzman,,Image;StillImage,image/jpeg,en,,https://rightsstatements.org/page/NKC/1.0/?language=en,image,https://jewishkansans.org/objects/js_042.jpg,https://jewishkansans.org/objects/thumbs/tn_js_042.jpg,https://jewishkansans.org/objects/thumbs/tn_js_042.jpg,,
js_045,,The Spirit Unconsumed Book,Temple Beth Sholom,1979,"Edited by Joy Cumonow and Fred N. Reiner, this book was published in Topeka by Temple Beth Sholom in 1979. The text showcases the agency of local community members who took action to preserve their own stories. The sponsoring committee interviewed members of the community and collected primary text sources to preserve this history. The result is a rich narrative about the lived experiences that also tells the institutional history of Topeka Jewry.",book,"Topeka, Kansas",39.04790095,-95.73004909,Dr. David Katzman and Sharyn Brooks Katzman,,Image;StillImage,image/jpeg,eng,,https://rightsstatements.org/page/NKC/1.0/?language=en,image,https://jewishkansans.org/objects/js_045.jpg,https://jewishkansans.org/objects/thumbs/tn_js_045.jpg,https://jewishkansans.org/objects/thumbs/tn_js_045.jpg,,
js_046,,LJCC Newsletter,Lawrence Jewish Community Congregation,10/1/1974,"The October 1974 broadsheet noted the high holiday services, led by two students—Mike Efron and Marvin Barg—while Israel-born professor Zamir Bavel chanted Torah. It also marked a rite of passage as the major LJCC fundraiser shifted from a rummage sale to the Blintz Brunch, both run by the Lawrence Jewish Community Women. The Blintz Brunch involved nearly all Jews in Lawrence, and represented noy only fundraising but also the sharing of Jewish food traditions with the larger community. Over time the Blintz Brunch became an annual Lawrence event.",newsletter,"Lawrence, Kansas",38.96724719,-95.25940305,Dr. David Katzman and Sharyn Brooks Katzman,,Image;StillImage,image/jpeg,eng,,https://rightsstatements.org/page/NKC/1.0/?language=en,image,https://jewishkansans.org/objects/js_046.jpg,https://jewishkansans.org/objects/thumbs/tn_js_046.jpg,https://jewishkansans.org/objects/thumbs/tn_js_046.jpg,,
js_047,,Letter about the credit for H.B.L from Rose to Sara,Rose,2/3/1931,,hlbs; kosher food,"Topeka, Kansas",,,Dr. David Katzman and Sharyn Brooks Katzman,,Image;StillImage,image/jpeg,eng,,https://rightsstatements.org/page/NKC/1.0/?language=en,multiple,https://jewishkansans.org/objects/js_047a.jpg,https://jewishkansans.org/objects/thumbs/tn_js_047a.jpg,https://jewishkansans.org/objects/thumbs/tn_js_047a.jpg,,
js_047a,js_047,Letter about the credit for H.B.L from Rose to Sara,Rose,2/3/1931,,hlbs; kosher food,"Topeka, Kansas",,,Dr. David Katzman and Sharyn Brooks Katzman,,Image;StillImage,image/jpeg,eng,,https://rightsstatements.org/page/NKC/1.0/?language=en,image,https://jewishkansans.org/objects/js_047a.jpg,https://jewishkansans.org/objects/thumbs/tn_js_047a.jpg,https://jewishkansans.org/objects/thumbs/tn_js_047a.jpg,,
js_047b,js_047,Envelope for credit letter,Rose,2/3/1931,,hlbs; kosher food,"Topeka, Kansas",,,Dr. David Katzman and Sharyn Brooks Katzman,,Image;StillImage,image/jpeg,eng,,https://rightsstatements.org/page/NKC/1.0/?language=en,image,https://jewishkansans.org/objects/js_047b.jpg,https://jewishkansans.org/objects/thumbs/tn_js_047b.jpg,https://jewishkansans.org/objects/thumbs/tn_js_047b.jpg,,
js_048,,Kansas City Kosher Guide,,5/1/2004,,kosher food,"Kansas City, Kansas",,,Dr. David Katzman and Sharyn Brooks Katzman,,Image;StillImage,image/jpeg,eng,,https://rightsstatements.org/page/NKC/1.0/?language=en,multiple,https://jewishkansans.org/objects/js_048a.jpg,https://jewishkansans.org/objects/thumbs/tn_js_048a.jpg,https://jewishkansans.org/objects/thumbs/tn_js_048a.jpg,,
js_048a,js_048,Kansas City Kosher Guide,,5/1/2004,,kosher food,"Kansas City, Kansas",,,Dr. David Katzman and Sharyn Brooks Katzman,,Image;StillImage,image/jpeg,eng,,https://rightsstatements.org/page/NKC/1.0/?language=en,image,https://jewishkansans.org/objects/js_048a.jpg,https://jewishkansans.org/objects/thumbs/tn_js_048a.jpg,https://jewishkansans.org/objects/thumbs/tn_js_048a.jpg,,
js_048b,js_048,Unfolded Kansas City Kosher Guide,,5/1/2004,,kosher food,"Kansas City, Kansas",,,Dr. David Katzman and Sharyn Brooks Katzman,,Image;StillImage,image/jpeg,eng,,https://rightsstatements.org/page/NKC/1.0/?language=en,image,https://jewishkansans.org/objects/js_048b.jpg,https://jewishkansans.org/objects/thumbs/tn_js_048b.jpg,https://jewishkansans.org/objects/thumbs/tn_js_048b.jpg,,
js_049,,Kansas City Wyandote and Northwestern Railroad,,1891,,railroad,"Kansas City, Kansas",,,Dr. David Katzman and Sharyn Brooks Katzman,,Image;StillImage,image/jpeg,eng,,https://rightsstatements.org/page/NKC/1.0/?language=en,multiple,https://jewishkansans.org/objects/js_049a.jpg,https://jewishkansans.org/objects/thumbs/tn_js_049a.jpg,https://jewishkansans.org/objects/thumbs/tn_js_049a.jpg,,
js_049a,js_049,Kansas City Wyandote and Northwestern Railroad,,1891,,railroad,"Kansas City, Kansas",,,Dr. David Katzman and Sharyn Brooks Katzman,,Image;StillImage,image/jpeg,eng,,https://rightsstatements.org/page/NKC/1.0/?language=en,image,https://jewishkansans.org/objects/js_049a.jpg,https://jewishkansans.org/objects/thumbs/tn_js_049a.jpg,https://jewishkansans.org/objects/thumbs/tn_js_049a.jpg,,
js_049b,js_049,Kansas City Wyandote and Northwestern Railroad Back of Card,,1891,,railroad,"Kansas City, Kansas",,,Dr. David Katzman and Sharyn Brooks Katzman,,Image;StillImage,image/jpeg,eng,,https://rightsstatements.org/page/NKC/1.0/?language=en,image,https://jewishkansans.org/objects/js_049b.jpg,https://jewishkansans.org/objects/thumbs/tn_js_049b.jpg,https://jewishkansans.org/objects/thumbs/tn_js_049b.jpg,,
js_050,,Kansas City Wyandote and Northwestern Railroad,,1890,,railroad,"Kansas City, Kansas",,,Dr. David Katzman and Sharyn Brooks Katzman,,Image;StillImage,image/jpeg,eng,,https://rightsstatements.org/page/NKC/1.0/?language=en,multiple,https://jewishkansans.org/objects/js_50a.jpg,https://jewishkansans.org/objects/thumbs/tn_js_050a.jpg,https://jewishkansans.org/objects/thumbs/tn_js_050a.jpg,,
js_050a,js_050,Kansas City Wyandote and Northwestern Railroad,,1890,,railroad,"Kansas City, Kansas",,,Dr. David Katzman and Sharyn Brooks Katzman,,Image;StillImage,image/jpeg,eng,,https://rightsstatements.org/page/NKC/1.0/?language=en,image,https://jewishkansans.org/objects/js_050a.jpg,https://jewishkansans.org/objects/thumbs/tn_js_050a.jpg,https://jewishkansans.org/objects/thumbs/tn_js_050a.jpg,,
js_050b,js_050,Kansas City Wyandote and Northwestern Railroad Back of Card,,1890,,railroad,"Kansas City, Kansas",,,Dr. David Katzman and Sharyn Brooks Katzman,,Image;StillImage,image/jpeg,eng,,https://rightsstatements.org/page/NKC/1.0/?language=en,image,https://jewishkansans.org/objects/js_050b.jpg,https://jewishkansans.org/objects/thumbs/tn_js_050b.jpg,https://jewishkansans.org/objects/thumbs/tn_js_050b.jpg,,
js_051,,The All New Jewish Treasure of Personal Recipes,,1978,,kosher food; recipes,"Wichita, Kansas",,,Andrea Weis,,Image;StillImage,image/jpeg,eng,,https://rightsstatements.org/page/NKC/1.0/?language=en,multiple,https://jewishkansans.org/objects/js_051a.jpg,https://jewishkansans.org/objects/thumbs/tn_js_051a.jpg,https://jewishkansans.org/objects/thumbs/tn_js_051a.jpg,,
js_051a,js_051,The All New Jewish Treasure of Personal Recipes,,1978,,kosher food; recipes,"Wichita, Kansas",,,Andrea Weis,,Image;StillImage,image/jpeg,eng,,https://rightsstatements.org/page/NKC/1.0/?language=en,image,https://jewishkansans.org/objects/js_051a.jpg,https://jewishkansans.org/objects/thumbs/tn_js_051a.jpg,https://jewishkansans.org/objects/thumbs/tn_js_051a.jpg,,
js_051b,js_051,"The All New Jewish Treasure of Personal Recipes, Ad Page",,1978,,kosher food; recipes,"Wichita, Kansas",,,Andrea Weis,,Image;StillImage,image/jpeg,eng,,https://rightsstatements.org/page/NKC/1.0/?language=en,image,https://jewishkansans.org/objects/js_051b.jpg,https://jewishkansans.org/objects/thumbs/tn_js_051b.jpg,https://jewishkansans.org/objects/thumbs/tn_js_051b.jpg,,
js_051c,js_051,"The All New Jewish Treasure of Personal Recipes, Individual Recipes",,1978,,kosher food; recipes,"Wichita, Kansas",,,Andrea Weis,,Image;StillImage,image/jpeg,eng,,https://rightsstatements.org/page/NKC/1.0/?language=en,image,https://jewishkansans.org/objects/js_051c.jpg,https://jewishkansans.org/objects/thumbs/tn_js_051c.jpg,https://jewishkansans.org/objects/thumbs/tn_js_051c.jpg,,
